name,restaurants_url,telephone,street,street_number,city,postal_code,rating,number_ratings
PGR Bar Food & Drinks,,510255311,Wrocławska,193,Kamieniec Wrocławski,55-002,4.6,30
Pizza od Przyjaciele i Znajomi,pizzagrunwaldzkawroclaw.pl,713945438,Grunwaldzka,98,Wrocław,50-357,4.4,751
Ha Noi,,571373888,Grochowa,8,Wrocław,53-424,4.9,9242
Curry Karma,,739038920,Strońska,6a,Wrocław,50-540,4.7,2007
SushiTU Armii Krajowej,,574762240,al. Armii Krajowej,8B/2,Wrocław,50-541,4.6,823
Ryż i Nori,,730992346,Prądzyńskiego,24a,Wrocław,50-434,4.7,140
Restauracja Kuchnia Obfitości,restauracjakuchniaobfitosci-wroclaw.pl,534 804 445,Marcelego Bacciarellego,20/24C,Wrocław,51-662,4.4,70
Pizza Station,,713455050,Dembowskiego,63,Wrocław,51-669,4.4,4001
Express Pizza - Ta prostokątna,,570363636,Olszewskiego,140,Wrocław,51-648,4.7,2536
Pętla Biskupin,petlabiskupin.pl,713478181,Karola Olszewskiego,128,Wrocław,51-648,4.4,554
Monster Cook,,666020272,Szymona Konarskiego,2,Wrocław,51-685,4.8,1183
Czarna Trufla Pizza & Pasta,czarna-trufla-pizza-pasta.pl,534 573 357,Marca Polo,9c,Wrocław,51-504,4.2,191
Pizzeria 2U,,884 334 454,Kamieniecka,13,Wrocław,50-511,4.8,77
Halikarnas Kebab,,739 605 964,Widna,6,Wrocław,50-543,4.6,108
Domowe Smaki,domowesmaki-siechnice.pl,796379107,Jana Pawła II,27A,Siechnice,55-011,4.7,76
Ramen & Izumi Sushi,,666319888,Sucha,1,Wrocław,50-086,4,663
HulThai,hulthai.pl,574112224,Strońska,1,Wrocław,50-001,4.7,868
Ha Long,,733838384,Krasińskiego,48,Wrocław,50-450,4.8,2126
Domino's Pizza,,716613055,Świeradowska,51/53,Wrocław,50-559,3.5,490
Pizza Farina,,717253555,Ignacego Mościckiego,37,Wrocław,52-110,4,589
Ale Kocioł Bistro,alekociolbistro.pl,731310163,Wileńska,24 lokal 3,Wrocław,52-113,4.2,504
Bistro 8 1/2,,792237313,Nyska,61A,Wrocław,50-505,4.9,12
Gyros Hot,,713460955,Traugutta,69/1c,Wrocław,50-417,4.3,2543
Pan Gruzin Hubska,,884 086 008,Hubska,123a,Wrocław,50-501,4.7,593
Bite a Donut Nyska,,515855891,Nyska,99/U1,Wrocław,53-041,4.9,41
Papa Johns Wrocław Night,,791437179,Gliniana,14,Wrocław,50-525,4.1,57
Long Yen,,739682944,Widna,6,Wrocław,50-543,4.9,27
Zaif Kebab,,883621510,Hubska,123A,Wrocław,50-501,4.2,19
Dobro&Dobro Cafe,,883578849,Al. Armii Krajowej,10B/2,Wrocław,50-541,0,0
Aula,,573266446,Sudecka,96,Wrocław,53-129,4.1,89
Brzuchaty Pizza,,884 333 583,Wawrzyniaka,40,Wrocław,53-022,4.9,42
Center Pizza Night,,717806272,Śliczna,22a/8,Wrocław,50-566,4.5,2163
Restauracja Stodoła,,788788322,Krzycka,92 bcd,Wrocław,52-210,4.6,3783
Brother's Pizza,brotherspizzawroclaw.pl,572865656,Orzechowa,2ab/1,Wrocław,50-540,4.5,549
Slice of Heaven,,735145765,Krucza,31A,Wrocław,53-409,5,778
Fabrik Pizza,,506859559,Łódzka,25A,Wrocław,50-521,4.7,593
Slice of Heaven Noc,,735145765,Krucza,31A,Wrocław,53-409,4.8,163
Da Grasso,,789444966,Świeradowska,24,Wrocław,50-559,4.3,90
Fabrik Pizza Night,,506859559,Łódzka,25A,Wrocław,50-521,0,0
Center Pizza,,572865656,Śliczna,22a,Wrocław,50-566,0,0
Brother's Pizza Night,,572865656,Orzechowa,2ab/1,Wrocław,50-540,5,5
Sushi Friends Bar & Resto,,791338297,Marca Polo,9E,Wrocław,51-504,4.9,452
Pasibus,,739906659,Legnicka,58,Wrocław,54-206,3.9,520
Terra Kebab & Pizza,,797595008,Strzegomska,3b/3c lok 4U,Wrocław,53-611,4.8,137
Bite a donut,,515855891,Św. Mikołaja,43/1L,Wrocław,50-128,4.7,130
Bar Smakuś,,502046730,plac Jana Pawła II,,Wrocław,50-136,4.5,488
Koi Sushi Bar Królewiecka,,514028123,Królewiecka,161,Wrocław,54-117,4.7,301
North Fish,,885951128,Legnicka,58,Wrocław,54-204,4.2,45
Prosto z patelni,,570531192,Legnicka,62A,Wrocław,54-206,4.2,188
Sur La Crepe naleśnikarnia,,501134533,Legnicka,58,Wrocław,54-204,4.9,21
Pizzeria Etna,pizzeriaetna.pl,713595969,Sokolnicza,7 lok. 17,Wrocław,53-676,4.3,15405
Manhattan,,713594121,Uniwersytecka,11/12,Wrocław,50-115,3.6,1868
Krówka Bar,,717804022,Tęczowa,22,Wrocław,53-602,0,0
Pizzeria Piekielny Kupiec,pizzeriapiekielnykupiec.pl,600017019,Rynek,46/47,Wrocław,50-116,4.4,966
Ciepła Klucha,,780052226,Niedźwiedzia,1,Wrocław,54-203,5,226
Kame,,791370111,Robotnicza,70j,Wrocław,53-608,4.9,184
Slice Of Heaven,,735145635,Bulwar Ikara,27,Wrocław,54-130,5,1326
Kuchnia Orientalna Kim Long,,515912325,plac Solidarności,1/3/5,Wrocław,53-661,4.3,2091
Burger Ltd,,733281334,Psie Budy,7/9,Wrocław,50-080,4,1638
Pizza Drive,,507701191,Górnicza,49B,Wrocław,54-136,4.5,1131
Pizzeria Bube Hallera,pizzeria-bube.pl,665457540,Hallera,92/1,Wrocław,53-203,4.7,1593
Pizzeria Lido,,713739640,Dziadoszańska,48/50,Wrocław,54-153,4.4,133
Sultan Oriental Tęczowa,,713194858,Tęczowa,20,Wrocław,53-602,4.9,680
Thali Restauracja Indyjska Ruska,thalirestauracjaindyjska.pl,727817771,Ruska,19,Wrocław,50-079,4.9,1847
Pizzeria Bube Antoniego,pizzeriabube.pl,692876165,Antoniego,18-20,Wrocław,50-078,4.8,1738
Naleśniki Babci - Kuchnia Ormiańska,,780147547,Kotlarska,29/1a,Wrocław,50-120,4.5,1001
Frankie's,,503367924,Legnicka,58,Wrocław,54-204,4.3,25
A Nóż Widelec,a-noz-widelec.pl,576552864,Strzegomska,200,Wrocław,54-432,4.6,891
Ali can te,,666204146,Paczkowska,26,Wrocław,50-502,3.3,11
LeSer,,666696988,Wejherowska,19a,Wrocław,54-239,4.5,2349
Sushi Express,,513509749,Legnicka,62,Wrocław,52-204,0,0
Pampa,,535223175,Podwale,19/1a,Wrocław,50-043,5,71
Hex Wrocław,,507 820 294,pl. Orląt Lwowskich,20B,Wrocław,53-605,4.3,12
Casa De Kebab,casa-de-kebab-wroclaw.pl,727 255 266,Dokerska,3,Wrocław,54-142,4.4,1044
Kluska Bar,kluskabarwroclaw.pl,790 271 588,Legnicka,158,Wrocław,54-206,4.2,1349
Summer Taste,,531807055,Legnicka,58,Wrocław,54-204,0,0
Pijalnia Czekolady E.Wedel,,696437045,Legnicka,58,Wrocław,54-204,4.6,18
Zielony Rower Food & Garden,zielonyrowerfoodgardenwroclaw.pl,517161327,Lotnicza,72,Wrocław,54-155,4.8,46
SUSHIdlaMNIE - MAGNOLIA PARK,sushinamoto.pl,518141130,Legnicka,58,Wrocław,54-204,4.6,47
Sultan Oriental,sultan-oriental.pl,511598555,Legnicka,27,Wrocław,53-672,3.9,180
Fancy Pizza,,578000597,Budziszyńska,62/1,Wrocław,54-436,3.6,67
Falla,,733008404,Pl.Orląt Lwowskich,20B,Wrocław,53-605,4.6,189
Salad Story,,578355357,Legnicka,58,Wrocław,54-204,4.2,127
Kuchnia Marche,,665 665 427,Braniborska,14,Wrocław,53-680,4.4,68
Garneczek,,888966651,Legnicka,40,Wrocław,53-674,4.8,69
Mango Mama Rynek,,535653692,Św. Mikołaja,18,Wrocław,50-128,4.5,2184
Pastrami Summer,,605 193 737,Orląt Lwowskich,20B,Wrocław,53-605,4.5,51
Jungle - Kuchnia Azjatycka,,537934000,Strzegomska,197,Wrocław,54-401,4.4,310
FTB Pizza & Pasta,italianofromtheblock.pl,733708709,Wojanowska,64,Wrocław,54-063,5,921
Sushi Kabu Nadodrze,sushi-kabu-wroclaw.pl,791271911,Świętego Macieja,10,Wrocław,50-244,4.5,53
Midway Pizza i Kebab,midway-pizza-i-kebab-wroclaw.pl,579189342,Pereca,2,Wrocław,53-444,4.7,278
Smak Kuchnie Świata,smak-kuchnie-swiata-wroclaw.pl,794 676 364,Dokerska,3,Wrocław,54-142,4.8,121
Express Pizza - Ta prostokątna,expresspizzasokolnicza-taprostokatna.pl,570424242,Sokolnicza 7/17,pawilon 5,Wrocław,53-676,4.3,1086
Wrocławska Pizza Nocą,wroclawskapizzanocawroclaw.pl,730 850 950,Jaworska,7,Wrocław,53-612,4.3,133
Giro Hala Świebodzki,,609010806,plac Orląt Lwowskich,20B,Wrocław,53-605,0,0
Domino's Pizza,,222101616,Bajana,1,Wrocław,54-129,4,535
WrapMe!,,578355357,Legnicka,58,Wrocław,54-204,3.2,3
Bratwursty Legnicka,,799068069,Legnicka,56,Wrocław,54-204,5,3
La Finezze,,717245077,Jelenia,28A,Wrocław,54-242,4.5,2185
Naleśniki Babci - Kuchnia Ormiańska,,502343243,Legnicka,32,Wrocław,53-674,4.6,25
Cortado,,789434771,Góralska,5,Wrocław,53-610,0,0
Saravana's Dosa and Curry,,780176377,Strzegomska,3C/9U,Wrocław,53-611,4.9,28
Felicita,,511656363,Dolnobrzeska,42a,Wrocław,54-072,4.7,46
Ki Sushi,,48690339245,plac Jana Pawła II,19B,Wrocław,50-043,4.6,10
HulThai - Hala Świebodzki,,574632380,plac Orląt Lwowskich,20b,Wrocław,53-605,4.7,11
Mexican Food,,786863785,Rogowska,52A,Wrocław,54-404,4.2,18
Randori Ramen Hala Świebodzki,,667 092 633,plac Orląt Lwowskich,20B,Wrocław,53-605,0,0
Na Wolnym Ogniu Maślicka,,48575471865,Maślicka,169,Wrocław,54-104,4.7,70
Solleim Niedźwiedzia,,798531292,Niedźwiedzia,1,Wrocław,54-232,4.5,25
Palmira,,713569706,Żernicka,209-211,Wrocław,54-438,3.9,17
Najadacze - Vege Kuchnia Świata,,713 445 511,Nożownicza,40,Wrocław,50-147,3.9,10
Mango Mama Magnolia,,793778201,Legnicka,58,Wrocław,54-204,3.9,8
Pumba Pancakes & Naleśniki,,536424409,Kutnowska,2,Wrocław,53-135,4.7,40
Bake Up Hugs,,574553725,plac Jana Pawła II,20,Wrocław,50-043,0,0
7 Zup i Burger,,664374352,Wyspa Tamka,2,Wrocław,50-137,4.2,24
Symfonia smaku,,883640696,Niedźwiedzia,14a,Wrocław,54-233,4.4,77
KFC,,713861478,aleja Jana III Sobieskiego,7,Wrocław,51-301,3.5,140
Pizzeria Mammamia,,717593344,Szanieckiego,68,Wrocław,51-692,5,188
Zapiekaron od Pizza Hut,,713861560,Czekoladowa,1,Bielany Wrocławskie,55-040,3.2,17
KFC,,519193909,Tyniecka,4A,Bielany Wrocławskie,55-040,2.5,132
Pizza Hut,,713861560,Czekoladowa,14,Bielany Wrocławskie,55-040,3.1,90
Burger King,,512423506,Czekoladowa,20,Bielany Wrocławskie,55-040,3.7,158
Le baroque kebab,,577179707,Wrocławska,36,Bielany Wrocławskie,55-040,0,0
Restauracja Dom4You,restauracjadom4you.pl,577 321 231,Turowska,56,Bogatynia,59-916,4.5,46
Restauracja i Hotel Przy Miłej,restauracja-i-hotel-przy-milej.pl,768783966,Al. Miła,1,Złotoryja,59-500,4.8,57
Bistro Syta Micha,bistro-syta-micha-wroclaw.pl,601083591,Główna,146B,Wrocław,54-061,4.4,179
Registan Kebab,,729237772,Średzka,26A,Wrocław,54-017,4.6,484
pan.wok,,789421188,Boguszowka,38B,Wrocław,54-046,4.7,283
Pizzeria Lissa,,713493606,Średzka,25,Wrocław,54-001,4.4,1227
Per Pan Placek,,727 272 760,Stabłowicka,152,Wrocław,54-066,4.3,114
Heavy Meat,,600 943 856,Michała Płońskiego,31/u7,Wrocław,54-002,4.7,603
SeaFood Bar&Market,,576000357,Rynek,23,Świdnica,58-100,3.9,84
Nieziemska Naleśnikarnia,nieziemskanalesnikarniaswidnica.pl,575 704 393,Bohaterów Getta,14-16,Świdnica,58-100,4.7,66
Marrakesz,marrakesz-swidnica.pl,579132929,Westerplatte,29,Świdnica,58-100,4.2,422
Brûlée Bistro,,535444839,Bohaterów Getta,1/1,Świdnica,58-100,4.5,39
Stołówka ZEM,,660739066,Szarych Szeregów,16/18,Świdnica,58-100,4.1,6
Koku Sushi,,535525009,Rynek,38,Świdnica,58-100,4.5,379
Łaźnia,,513 618 868,Pl. Ludowy,5,Świdnica,58-100,4.7,40
Restauracja Sztuka Smaku,,746600077,Aleja Niepodległości,14,Świdnica,58-100,4.6,14
Burger Stacja,burger-stacja.pl,570970851,Długa,54-58,Świdnica,58-100,4.5,789
SushiDlaMnie,,518 414 764,Westerplatte,29,Świdnica,58-100,4.8,19
Kebab Dadi,kebab-dadi-swidnica.pl,690609183,Pułaskiego,20-22,Świdnica,58-100,3.8,134
Pizzeria słodkie pomidory,pizzeria-slodkie-pomidory-swidnica.pl,883607666,Spółdzielcza,2B,Świdnica,58-100,4.4,168
Pierogarnia Pyza,,534 388 999,Ludwika Zamenhofa,42,Świdnica,58-100,4.9,3
Nieziemskie Pierogi,,575704393,Bohaterów Getta,14-16,Świdnica,58-100,4.5,5
Baszta Restaurant&Cocktailbar,,573 004 556,Basztowa,2,Świdnica,58-100,4.8,8
Sulejman Kebab,sulejmankebab-swidnica.pl,533357350,Kazimierza Wielkiego,5,Świdnica,58-100,4.3,33
Moon Kebab,moon-kebab.pl,510 562 664,Rynek,14,Strzegom,58-150,3.9,178
SAI GON Kuchnia wietnamska,,784522586,Jana Kochanowskiego,10,Strzegom,58-150,4.9,130
Hot Chili Pizza,hot-chili-pizza.pl,795622778,Szarych Szeregów,13,Strzegom,58-150,4.1,341
Chili Pizza & Bar,,665030528,Wolności,37,Bielawa,58-260,4.7,600
Ekushe Kebab,ekushekebab.pl,575771242,Osiedle XXV-lecia,28/2,Bielawa,58-260,3.9,49
Restauracja Kameleon,restauracjakameleon.pl,746473100,1 Maja,28,Bielawa,58-260,4.5,138
Pizza Hut,,571410955,1go Maja,5,Jelenia Góra,58-500,4.4,154
McDonald's,,882167189,Grunwaldzka,12,Jelenia Góra,58-500,3.4,71
Tandyr House,tandyrhouselegnica.pl,600132185,Najświętszej Marii Panny,22,Legnica,59-220,4.1,79
Restauracja Floren/Modern Grill,,536 298 303,Złotego Florena,2,Legnica,59-220,4.1,11
Benvenuti in Italia,,767286401,Najświętszej Marii Panny,9,Legnica,59-220,3.7,71
Caruzo Pizzeria,caruzopizzeria.pl,767226618,Hutników,18,Legnica,59-220,4.6,869
Ha Noi,,888383836,Hutników,2,Legnica,59-213,3.9,212
Formia Pizza,formiapizza-legnica.pl,734 546 000,Roosevelta,4,Legnica,59-220,4.4,277
Rock and Roll,,768512074,Bankowa,3,Legnica,59-220,4.6,884
KFC,,519191893,Najświętszej Marii Panny,9,Legnica,59-220,3.4,265
Kebab Dino,kebab-dino-legnica.pl,576 904 806,Jaworzyńska,41,Legnica,59-220,4.3,313
McDonald's,,660 515 460,Wrocławska,22,Legnica,59-220,4,48
KFC,,512424938,Gdańska,23,Polkowice,59-100,2.7,54
Restauracja Kryształowa,restauracjakrysztalowa-walbrzych.pl,748400731,Dunikowskiego,20/1,Wałbrzych,58-309,3.8,182
Pizza Hut,,713862599,1 maja,64,Wałbrzych,58-305,3.9,104
KFC,,713861591,1 Maja,64,Wałbrzych,58-305,3.5,64
Pizza Hut,,786891973,Henryka Wieniawskiego,70,Wałbrzych,58-316,4.3,72
Happy Day,,796555020,Palisadowa,47b,Wałbrzych,58-316,4.4,1887
KFC,,713861793,Wrocławska,28,Wałbrzych,58-309,2.5,120
SUSHIdlaMNIE C.H. Borek,sushidlamniechborek.pl,518141130,aleja Hallera,52,Wrocław,53-324,4.5,129
Zapiekaron od Pizza Hut,,571407478,aleja Hallera,52,Wrocław,53-324,2.6,10
Red Bowl,,731099699,Grabiszyńska,126,Wrocław,53-434,4.5,19
"Pizza Hut, Borek",,48571407478,aleja Hallera,52,Wrocław,53-324,3.6,100
Tutti Santi,,730301530,Aleja Gen. Hallera,52,Wrocław,53-324,4.5,92
"KFC, Borek",,713861484,aleja Hallera,52,Wrocław,53-324,4,85
Pizzeria Simon,pizzeriasimon-wroclaw.pl,500 825 377,Sowia,19,Wrocław,53-024,4.6,295
Restauracja Agawa,,502411066,Waligórskiego,1,Wrocław,53-141,5,19
Bar-Restauracja Hoa Sen,,713877751,Grabiszyńska,66e,Wrocław,53-504,4.8,830
Thai Express,,880484282,aleja Generała Józefa Hallera,52,Wrocław,53-324,4.5,124
McDonald's,,662282706,aleja Hallera,52,Wrocław,53-324,4.1,531
Burgery Szarpane,,791420536,Kościuszki,158/U1,Wrocław,50-430,4.8,288
Amore Mio,,717277770,Partynicka,32d/lu4,Wrocław,53-031,4.3,463
Bari Style Pizza,,727 277 699,Plac Ludwika Hirszfelda,14 H,Wrocław,53-413,4.7,101
Monster Cook,,514666395,Kutnowska,2,Wrocław,53-135,4.8,2335
Bluszcz,,885855528,Racławicka,37,Wrocław,53-149,4.7,2941
5 Restauracja Demo,,717071411,Przyjaźni,4i,Wrocław,88-888,0,0
Projekt Pizza,,514771880,Gajowicka,96,Wrocław,53-422,4.3,6815
Bafra Kebab,,883 553 931,aleja Generała Józefa Hallera,52,Wrocław,53-324,0,0
Kluska,,575635333,Racławicka,3/5,Wrocław,53-149,4.3,13
Kebab365,,791 172 508,Grabiszyńska,66B,Wrocław,53-504,0,0
Maestro Food & Kebab,,729 546 784,Legnicka,66,Wrocław,54-205,4.4,89
Oazja,,662654508,Gagarina,5,Wrocław,54-620,4.8,81
Pho & Nem,,739476111,Wielka,25,Wrocław,53-338,4.8,59
Bar 131,,717804131,Powstańców Śląskich,131A,Wrocław,53-317,0,0
Kozacka Chatka - kuchnia ukraińska i krymska,,537312298,Energetyczna,14,Wrocław,53-330,4.6,9
Kotletowo,karczmapolskawroclaw.pl,511155166,Plac Ludwika Hirszfelda,14,Wrocław,53-413,4.5,108
Pierogarnia Bananicook Manufaktura,,698443958,Partynicka,32D,Wrocław,53-031,5,5
Mr. Pepperoni obok Sky Tower,,576212690,Wielka,25,Wrocław,53-110,3.8,7
McDonald's,,784683087,Mińska,62,Wrocław,54-610,3,393
McDonald's,,664914465,Powstańców Śląskich,95,Wrocław,53-333,4,939
Namig Kebab,,507869295,Zaporoska,68,Wrocław,53-416,3.7,92
Stołóweczka,,536220470,Ślężna,86,Wrocław,53-306,5,12
Domek z Pierogami Wrocław,,536220470,Ślężna,86,Wrocław,53-306,4.9,60
Hommus Libańskie Jedzenie Gyros & Grill,,729872013,Powstańców Śląskich,118,Wrocław,53-333,4.7,551
Figo,,796439745,Orzechowa,59A,Wrocław,50-540,4.7,66
Restauracja Road American Restaurant,,666086593,Powstańców Śląskich,73-95,Wrocław,53-332,4.4,76
Plackarnia,,713364775,aleja Armii Krajowej,2a/1,Wrocław,50-541,4.6,338
Stacholino,,789 131 407,Maksymiliana Jackowskiego,57C,Wrocław,51-665,5,44
Trzy Siostry,,575591869,Żeromskiego,57-59,Wrocław,50-321,4.7,22
iBo Falafel,,795 012 876,Świętego Mikołaja,15,Wrocław,50-128,4.7,412
Bistro Trzy Schody,,537531555,Mieszka I,1/1A,Wrocław,50-327,3.5,387
Update: Starbucks®,,717071411,Rybacka,9,Wrocław,88-888,0,0
Shogun Sushi,,881201789,Józefa Rostafińskiego,16,Wrocław,50-247,4.3,114
Smakowity Kąsek,,602304693,Piłsudskiego,104,Wrocław,50-014,4.2,19
Ale Rzym,,661939777,Kazimierza Wielkiego,1,Wrocław,50-077,4.9,182
Mexico Bar,,713278566,Sępa-Szarzyńskiego,59,Wrocław,50-334,4.6,214
Makarun,,505926770,Powstańców Śląskich,2-4,Wrocław,53-333,4.2,104
SUSHIdlaMNIE Galeria Dominikańska,,780170957,Plac Dominikański,3,Wrocław,50-159,4.3,52
DiBuła,,512 706 838,Stanisława Dubois,16/1A,Wrocław,50-207,4.9,48
Summer Taste,,500333495,Sucha,1,Wrocław,50-086,0,0
Semafor,semaforwroclaw.pl,733502376,Wojciecha Bogusławskiego,25,Wrocław,50-034,4.8,398
Frontend CW testing,,1232545346,test st 12,12325,Krakow,53-656,4.9,8
Update: Krowarzywa,,717071411,Rybacka,9,Wrocław,88-888,0,0
Update: KFC,,717071411,Rybacka,9,Wrocław,88-888,0,0
gofreak,,781902131,Świętego Antoniego,27-29,Wrocław,50-043,4.6,115
Pod Przykrywką,,717470019,Więzienna,18/1,Wrocław,50-118,4.9,69
Enigma Restobar,,713431413,Rynek,16/17,Wrocław,50-101,4.9,31
Sztuka Pizzy,,729492322,B.Prusa 51b,51B,Wrocław,50-317,4.4,42
India Concept,,579333335,Kiełbaśnicza,7a,Wrocław,50-108,4.7,40
Subway,,509426855,Piłsudskiego,105,Wrocław,50-085,4.4,17
Pumo Di Puglia,,791723269,Plac Solny,15,Wrocław,50-062,4.4,16
Woosabi Good Vibes Lounge,,518 212 116,Świdnicka,28,Wrocław,50-068,4.4,33
Graciarnia Pizza Pub,,717956688,Kazimierza Wielkiego,39,Wrocław,50-077,4.1,24
Solleim - Św. Antoniego,,797800484,Św. Antoniego,16,Wrocław,50-043,4.6,136
La Salle,,570 756 631,Krupnicza,9,Wrocław,50-075,4.8,79
Ekushe Kebab,,883 431 457,Komandorska,147,Wrocław,53-344,4,44
Prosecco Oyster Bar,,881226004,pl. Solny,17/1,Wrocław,50-062,4.5,10
Pizzeria Semafor,,786224455,Piłsudskiego,105,Wrocław,50-085,4.1,17
Ostry Kebs,,737995429,Jedności Narodowej,64/2B,Wrocław,50-258,4.3,99
Mamine Smaki,,603 387 656,Pomorska,27,Wrocław,53-010,4.9,38
CUDO Vegan Sushi,,730361781,Jodłowa,4,Wrocław,50-140,4.7,37
Bratwursty,,796496337,Szewska,24/26,Wrocław,50-148,4.9,46
Lubię Pierogi,,731510743,Słowiańska,1,Wrocław,50-234,3.8,15
Lepione,,502 534 596,Sucha,1,Wrocław,50-086,4.8,45
UL Kawowe Studio,,795941655,Władysława Łokietka,10,Wrocław,50-243,0,0
GOOD KEBAB,,697112469,",Sucha",13,Wrocław,50-086,3.4,5
Ramzes I,ramzesi.pl,666360085,Sienkiewicza,29A,Wrocław,50-349,4.5,19988
Appetito Pizzeria Restauracja,appetitopizzeriarestauracja.pl,713325383,Lwowska,10/1A,Wrocław,53-516,4.5,4588
Fc Naleśniki,,790387905,Kuźnicza,63/64 lok.1A,Wrocław,50-138,4.7,380
VEGA Bar Wegański,,713443934,Rynek,27a,Wrocław,50-107,4.4,237
Seafood Bar & Market,,537000148,Swiętego Mikołaja,12,Wrocław,50-125,4.3,173
Kociołek,,796347586,Nożownicza,4,Wrocław,50-119,3.3,24
Smacznissimo - Najlepsza włoska pizza NOCĄ,smacznissimo.pl,507461656,Zaporoska,49,Wrocław,53-519,4.5,628
Hubertus Kuchnia Polska,,713441733,Oławska,18a,Wrocław,50-148,4.3,51
Zenka Cafe,,717127169,Dubois,41,Wrocław,52-208,4.7,13
Kuźnia Dobrych Klimatów,,713732421,Bogusławskiego,81,Wrocław,50-023,4.6,193
Domino's Pizza,,716613001,Kościuszki,83-91,Wrocław,50-442,3.5,400
Kamil Gajewski Test,,717071288,Rybackaa,9,Wrocław,88-888,3.4,5
Targowa Craft Beer & Food,,533330551,Piaskowa,17,Wrocław,50-158,4.4,33
Shrimp House Wita Stwosza,,690676533,Wita Stwosza,41/42,Wrocław,50-149,4.7,305
Bar Karmazyn Hala Targowa,bar-karmazyn-hala-targowa.pl,717957688,Piaskowa,17,Wrocław,50-158,4.7,450
Pan Gruzin,,577322797,Wita Stwosza,15,Wrocław,50-148,4.1,110
Kebab Starmarks,,792 251 210,Piłsudskiego,75,Wrocław,50-018,4.4,199
Chinkalnia,,886533800,"plac Wolności,",9,Wrocław,50-071,4.7,258
Sarah,,609990197,Włodkowica,5,Wrocław,50-072,4.4,28
Pierożek Bar,pierozekbar.pl,717981055,Ks. J. Poniatowskiego,3,Wrocław,50-326,4.7,1353
Pasibus,,732193195,Świdnicka,11,Wrocław,50-066,3.3,753
Armine,armine.pl,713671531,Bogusławskiego,83,Wrocław,50-023,3.5,40
Szynkarnia,,607333432,ul.Św. Antoniego,15,Wrocław,50-073,4.4,35
Bar Smaczek,,501520512,Trzebnicka,1,Wrocław,50-241,4.8,98
Yume Sushi,,791354850,Pomorska,40,Wrocław,50-219,4.4,983
Corso Wine & Bar,corsowinebar.pl,713375789,Szewska,19-21/1A,Wrocław,50-139,3.9,45
Pizza Si,,572 282 619,Wojciecha Bogusławskiego,91,Wrocław,50-031,4.6,892
Pełna Para,,884840019,Powstańców Śląskich,7a,Wrocław,53-332,4.8,24
Happy Little Truck,,579527760,Braniborska,14,Wrocław,50-077,4.6,737
Bistro Nowy Targ,,730885168,Purkyniego,1,Wrocław,50-155,4.6,869
Restauracja Darea,,713435301,Kuźnicza,43/45,Wrocław,50-138,4.6,660
Alyki Restauracja,,607458558,Powstańców Śląskich,95,Wrocław,53-332,4.1,70
Pyszne Office,,717071288,Ul. Rybacka,9,Wrocław,53-656,0,0
Królestwo Ziemniaka,,713724896,Kiełbaśnicza,6,Wrocław,50-108,4.4,50
Ban Thai,,668332111,Sienkiewicza,34a,Wrocław,50-335,4,797
Express Marche,,535976060,Powstańców Śląskich,95,Wrocław,53-332,4.4,22
Garage Burger,garageburger.pl,713163850,Wojciecha Bogusławskiego,46,Wrocław,50-031,4.3,646
Restauracja Wrocławska,,713051228,Szewska,59/60,Wrocław,50-139,4.8,14
Polskie Smaki,,717946902,Piłsudskiego,74,Wrocław,50-020,3.9,30
Bar Jak u Mamy,,503305801,Świętego Wincentego,11,Wrocław,50-252,4.6,719
QA Android & iOS restaurant,,717071411,Rybacka,9,Wrocław,53-656,4.8,4
Scoober Hub,,48577762700,ul. Tadeusza Kościuszki,29,Wrocław,50-011,0,0
Test Restaurant 1234,,123456789,Rybacka,9,Wrocław,53-656,0,0
Kim Long,,713428668,Tęczowa,20,Wrocław,53-602,4.7,445
Swojskie Jadło,,713740148,Bolesława Prusa,2,Wrocław,50-240,4.7,62
Central Cafe,,717949623,Świętego Antoniego,10,Wrocław,50-073,4.9,29
UPDATE: Kebab King,,223163737,Rybacka,9,Wrocław,88-888,0,0
Tacos Locos,,664 976 582,Cybulskiego,1A,Wrocław,50-206,3.9,853
Bite a Donut,,515855891,Świdnicka,42,Wrocław,50-029,4.9,87
Talerzyki,,783258686,Bogusławskiego,34,Wrocław,50-023,4.6,70
Makarun,,882944442,Sucha,1,Wrocław,50-086,4.1,46
Mango Mama OVO,,507083674,Podwale,83,Wrocław,50-414,4.1,195
Pijalnia Czekolady E.Wedel,,539840636,Rynek,59,Wrocław,50-116,4.5,41
Update: STBX,,717071411,Rybacka,9,Wrocław,88-888,0,0
Obiady Domowe Produs,,713456071,Żeromskiego,20,Wrocław,50-321,4.3,258
Frumbo Galeria Dominikańska,,739 989 979,plac Dominikański,3,Wrocław,50-159,4.5,17
Izi Bistro,izi-bistro-wroclaw.pl,729061777,Wielka,28,Wrocław,53-341,4.7,178
Bar Mleczny Swojska Chatka,,604204216,Kazimierza Wielkiego,17,Wrocław,50-077,4.9,58
Balkan Burger Komandorska,,510531000,Komandorska,66,Wrocław,53-110,4.9,67
Chinkalnia Sukiennice,,713307568,Sukiennice,3/4,Wrocław,50-107,3.7,32
Salad Story,,883161141,Plac Dominikański,3,Wrocław,50-159,4.5,47
Pizza Pizza,,725909090,Kotlarska,25,Wrocław,50-118,4.1,20
